id,SCORE,RANK
1017373678,0.961451532,1
1110317589,0.94352409,2
1044251683,0.937347559,3
1018503036,0.93087424,4
1018003100,0.922136476,5
1016394851,0.898087087,6
1109032181,0.89414605,7
1057995894,0.890896534,8
1036993246,0.886440802,9
1062416207,0.878240681,10
1106217038,0.874752931,11
1060372616,0.86752544,12
1031759351,0.862685411,13
1035146006,0.851462014,14
1084730478,0.827419845,15
1102666357,0.815632986,16
1120913606,0.810701707,17
1008307576,0.806053376,18
1060243198,0.792776708,19
1087521120,0.77832216,20
1013991984,0.773059724,21
1045487635,0.76562855,22
1101821578,0.765596478,23
1100792100,0.756144173,24
1065653291,0.749595639,25
1011566506,0.742079878,26
1081712572,0.739272892,27
1101837367,0.732596167,28
1013076006,0.693690404,29
1032466532,0.641939932,30
1101829515,0.636702167,31
1102864702,0.629436061,32
1008745744,0.621711878,33
1114734898,0.60624258,34
1120074596,0.578770667,35
1074371021,0.565457677,36
1095436885,0.546058036,37
1032849118,0.5425423,38
1110393751,0.541122145,39
1111334827,0.532633476,40
1043329107,0.513392738,41
1078019170,0.496361801,42
1119482706,0.496089032,43
1101834218,0.483544142,44
1042460032,0.471984561,45
1110297472,0.46719693,46
1016333397,0.464825466,47
1093098618,0.464779124,48
1005121997,0.45636647,49
1006043412,0.448054666,50
1016317684,0.442254099,51
1065654446,0.439521381,52
1122271078,0.4078797,53
1069511399,0.396855308,54
1093774853,0.384249157,55
1110391774,0.367243838,56
1031818326,0.349389805,57
1060911583,0.330803181,58
1117754514,0.330166358,59
1014694309,0.329123604,60
1021238370,0.32510249,61
1027407884,0.32058635,62
1110284872,0.309305395,63
1066117554,0.307449395,64
1101886859,0.304775308,65
1079674566,0.287242935,66
1014107872,0.280942038,67
1080316269,0.279870262,68
1074003471,0.267350352,69
1027830009,0.266719184,70
1102866530,0.230184296,71
1030068853,0.226940528,72
1097392972,0.224387368,73
1100333882,0.222881169,74
1098567137,0.222370295,75
1072992888,0.20777149,76
1110310304,0.200608794,77
1016824639,0.200608794,78
1101809802,0.195471312,79
1059497354,0.183992837,80
1006930279,0.18206294,81
1014381638,0.168290825,82
1066361550,0.1659565,83
1014804742,0.159732991,84
1110251016,0.15590613,85
1039708273,0.145625164,86
1107450811,0.144903208,87
1073069045,0.118120381,88
1087169928,0.118114286,89
1100391505,0.110267127,90
1070193201,0.106701346,91
1005186929,0.105882206,92
1089029009,0.097573942,93
1096855424,0.096283494,94
1104320377,0.090714464,95
1109572621,0.09042095,96
1055869049,0.088145278,97
1074170618,0.087731799,98
1060984019,0.07935139,99
1041471627,0.075149902,100
1083195042,0.074195038,101
1029150179,0.073577478,102
1101865424,0.073122171,103
1117814715,0.072641423,104
1015718119,0.07018426,105
1120436512,0.069123346,106
1080146644,0.069119954,107
1101840416,0.068073237,108
1103239232,0.067394432,109
1107229874,0.066750256,110
1089131147,0.066682463,111
1112316247,0.060827178,112
1078935587,0.060827178,113
1043991686,0.056330784,114
1074029598,0.055358843,115
1006075553,0.054185194,116
1018450235,0.050398161,117
1105616570,0.050216486,118
1069030812,0.049989297,119
1045997279,0.049190261,120
1013938355,0.048710997,121
1080946416,0.04721743,122
1043587419,0.046902389,123
1101880667,0.046265517,124
1008970621,0.044484145,125
1007523223,0.04364987,126
1084997854,0.043446257,127
1110453695,0.042930032,128
1013135612,0.042930032,129
1108236850,0.042128862,130
1101892396,0.040762342,131
1085651658,0.040762342,132
1004873434,0.040762342,133
1115056976,0.04027177,134
1036356959,0.039918564,135
1064863748,0.039643687,136
1043010119,0.039046766,137
1110270422,0.036732588,138
1109523573,0.034993497,139
1101815186,0.034993497,140
1030747644,0.034692417,141
1015207058,0.032856323,142
1101547463,0.032748149,143
1110552911,0.030909306,144
1101895234,0.027933522,145
1079347654,0.02717205,146
1115999872,0.026575927,147
1105228685,0.026575927,148
1094787190,0.02543751,149
1027759332,0.023907024,150
1088188986,0.023663216,151
1073979297,0.023550179,152
1014463642,0.023265717,153
1100837087,0.023265717,154
1118620607,0.023265717,155
1105550337,0.022752202,156
1003935675,0.022129832,157
1109799766,0.021999159,158
1060947071,0.021058428,159
1114864962,0.020432124,160
1065167833,0.020369082,161
1099027923,0.020272161,162
1038792703,0.019903862,163
1065676840,0.019810579,164
1006981645,0.01915986,165
1120110207,0.019141435,166
1042847119,0.018886173,167
1047756216,0.018886173,168
1002060555,0.018886173,169
1082492292,0.018886173,170
1081159815,0.018886173,171
1101875117,0.018886173,172
1004837018,0.018749464,173
1116565106,0.018612181,174
1001691228,0.018610863,175
1111162740,0.018198175,176
1015333478,0.017698121,177
1103301367,0.016654525,178
1016312667,0.016654525,179
1075784036,0.016128634,180
1000261259,0.015525078,181
1062453762,0.015412066,182
1012115857,0.014669342,183
1108027846,0.013030303,184
1023784659,0.012274919,185
1013707663,0.012261586,186
1023104679,0.012006786,187
1100184969,0.011995682,188
1012767383,0.009525726,189
1116805171,0.004373343,190
1078230028,0.003551132,191
1115110642,0.003441729,192
1096559829,0.003337792,193
1117868098,0.002913133,194
1064930674,0.002626364,195
1041797204,0.002626364,196
1064625153,0.002626364,197
1092616891,0.002545379,198
1015772300,0.002507165,199
1065279890,0.002471313,200
1117719754,0.002332721,201
1015695847,0.002315497,202
1120554105,0.00214548,203
1082826824,0.002085976,204
1090497137,0.002074984,205
1102654230,0.002012386,206
1023295714,0.002012386,207
1118931498,0.002012386,208
1111824612,0.002012386,209
1102600984,0.002012386,210
1060187336,0.002012386,211
1045359601,0.002012386,212
1083363873,0.002012386,213
1014755877,0.001999507,214
1102608688,0.001999507,215
1022556896,0.001999507,216
1084264579,0.001999507,217
1102835901,0.001999507,218
1115817803,0.001950296,219
1088379055,0.001950296,220
1118521763,0.001950296,221
1099594403,0.001950296,222
1103566251,0.001950296,223
1085806161,0.001950296,224
1098941403,0.001937813,225
1098214067,0.001937813,226
1078622447,0.001937813,227
1093074743,0.00192396,228
1067562828,0.00192396,229
1117322445,0.00192396,230
1107354074,0.00192396,231
1113870531,0.00192396,232
1107399599,0.00192396,233
1016459475,0.001920999,234
1017010164,0.001920999,235
1065522605,0.001920999,236
1066122083,0.001920999,237
1109213830,0.001920999,238
1092034401,0.001920999,239
1068524677,0.001920999,240
1012389372,0.001908704,241
1063586650,0.001905395,242
1107007134,0.001880835,243
1031694491,0.001876169,244
1016450511,0.001866206,245
1015659233,0.001852579,246
1101559572,0.001850809,247
1034868862,0.001850809,248
1065498742,0.001850809,249
1081113366,0.001850809,250
1116656741,0.001850809,251
1023870174,0.001850809,252
1099965691,0.001831888,253
1034362580,0.001831888,254
1028611976,0.001831888,255
1115576122,0.001793696,256
1093008865,0.001793696,257
1046384177,0.001793696,258
1121173196,0.001793696,259
1101671902,0.001793696,260
1116644162,0.001793696,261
1100172028,0.001793696,262
1077124715,0.001793696,263
1091339719,0.001793696,264
1105836811,0.001793696,265
1122497086,0.001793696,266
1028280240,0.001785619,267
1064071763,0.001785619,268
1009744495,0.001775357,269
1097407663,0.001775357,270
1064994090,0.001775357,271
1034268972,0.001766747,272
1012530824,0.001766747,273
1015960229,0.001766747,274
1016085208,0.001766747,275
1106494410,0.001766747,276
1034298032,0.001766747,277
1106800506,0.001766747,278
1016316248,0.001766747,279
1014991677,0.001766747,280
1103694743,0.001766747,281
1057438445,0.001766747,282
1073876280,0.001748684,283
1043883918,0.001748684,284
1034978476,0.001748684,285
1016217279,0.001748684,286
1035626247,0.001748684,287
1081474762,0.001748684,288
1100593403,0.001748684,289
1066531158,0.001730514,290
1113397803,0.001730514,291
1080361342,0.001730514,292
1112991464,0.001730514,293
1117110566,0.001730514,294
1103315826,0.001722263,295
1100057593,0.001704513,296
1087736207,0.001704513,297
1016162622,0.001704513,298
1014215252,0.001696385,299
1089020616,0.0016912,300
1031772758,0.0016912,301
1091238798,0.001639004,302
1119358647,0.001639004,303
1093458284,0.001639004,304
1073324657,0.001639004,305
1031800671,0.001634389,306
1064864956,0.001614375,307
1079173425,0.001614375,308
1011606753,0.001614375,309
1041799332,0.001614375,310
1120845302,0.001604823,311
1064424466,0.001604823,312
1092574112,0.001604823,313
1109020216,0.001604823,314
1015923432,0.001560141,315
1014523664,0.00154335,316
1099222420,0.00140747,317
1016398182,0.001406773,318
1120833477,0.001369134,319
1112855419,0.001369134,320
1108148673,0.001369134,321
1115818326,0.001369134,322
1113984815,0.001369134,323
1121739839,0.001369134,324
1121442966,0.001369134,325
1120844350,0.001369134,326
1106065139,0.001369134,327
1123111989,0.001369134,328
1100385601,0.001369134,329
1105336363,0.001369134,330
1061439837,0.001369134,331
1012711852,0.001369134,332
1106075099,0.001369134,333
1100519574,0.001369134,334
1114876234,0.001369134,335
1071962069,0.001369134,336
1107475768,0.001369134,337
1122330420,0.001369134,338
1108730700,0.001369134,339
1105943356,0.001369134,340
1113381454,0.001369134,341
1021720242,0.001369134,342
1030583182,0.001342233,343
1113080819,0.001342233,344
1084344371,0.001342233,345
1044580345,0.001342233,346
1044941390,0.001342233,347
1027232563,0.001342233,348
1084885441,0.001342233,349
1107662775,0.001342233,350
1107780722,0.001342233,351
1107257715,0.001342233,352
1029358591,0.001342233,353
1013833913,0.001342233,354
1123008765,0.001342233,355
1044135969,0.001342233,356
1073331325,0.001342233,357
1042899079,0.001342233,358
1065349194,0.001342233,359
1086171816,0.001341568,360
1116509815,0.001341568,361
1117117278,0.001341568,362
1113199360,0.001341568,363
1093433213,0.001341568,364
1112444366,0.001341568,365
1113988592,0.001341568,366
1116682784,0.001341568,367
1106539666,0.001341568,368
1109032141,0.001341568,369
1123054824,0.001341568,370
1087332573,0.001341568,371
1115709724,0.001341568,372
1107188081,0.001341568,373
1087046140,0.001341568,374
1086789234,0.001341568,375
1117017019,0.001341568,376
1117022559,0.001341568,377
1101646428,0.001341568,378
1117462257,0.001341568,379
1070903994,0.001341568,380
1084085456,0.001341568,381
1122515171,0.001341568,382
1113381251,0.001341568,383
1074218249,0.001341568,384
1098057673,0.001341568,385
1110838449,0.001341568,386
1115242460,0.001341568,387
1080352758,0.001341568,388
1112813860,0.001341568,389
1103686671,0.001341568,390
1016417007,0.001281306,391
1059301304,0.001281306,392
1014454805,0.001281306,393
1013883268,0.001281306,394
1015939989,0.001281306,395
